"Dataset","PeakNo","Wavenumber","Intensity"
"Polystyrene-co-PolyvinylChloride1.ClearFilm",9,1435.3,1712.2
"Polystyrene-co-PolyvinylChloride1.ClearFilm",10,693.5,1323.2
"Polystyrene-co-PolyvinylChloride1.ClearFilm",11,1097.1,1261.4
"Polystyrene-co-PolyvinylChloride1.ClearFilm",12,963.8,651.1
"Polystyrene-co-PolyvinylChloride1.ClearFilm",13,793.4,781.4
"Polysulfone1.BlueFragment",1,1144.9,3833.1
"Polysulfone1.BlueFragment",2,745.8,2860.1
"Polysulfone1.BlueFragment",3,1336.6,2402.6
"Polysulfone1.BlueFragment",4,1523.9,2476.8
"Polysulfone1.BlueFragment",5,789.2,2395.6
"Polysulfone1.BlueFragment",6,1104.2,2150.1
"Polysulfone1.BlueFragment",7,680.1,2118.6
"Polysulfone1.BlueFragment",8,1591.8,944.9
"Polysulfone1.BlueFragment",9,1200.4,1123
"Polysulfone1.BlueFragment",10,1180.3,1068.3
"Polysulfone1.BlueFragment",11,1304.7,1109.4
"Polysulfone1.BlueFragment",12,824.2,907.2
"Polysulfone1.BlueFragment",13,633.2,909.7
"Polysulfone1.BlueFragment",14,114.6,697.5
"Polysulfone1.BlueFragment",15,594.2,652.7
"Polysulfone1.BlueFragment",16,258.1,632.8
"Polysulfone1.BlueFragment",17,1447.8,657.1
"Polysulfone1.BlueFragment",18,948.9,570.4
"Polysulfone1.BlueFragment",19,1009,529.5
"Polysulfone1.BlueFragment",20,484.3,564.9
"Polysulfone1.BlueFragment",21,174.8,515.1
"Polysulfone1.BlueFragment",22,415.6,412.8
"Polysulfone1.BlueFragment",23,922.6,363.9
"Polysulfone1.BlueFragment",24,369.3,259
"Polyurethane1.BlackFiber",1,1608.1,325.6
"Polyurethane1.BlackFiber",2,1523.9,341.4
"Polyurethane1.BlackFiber",3,826.9,249.8
"Polyurethane1.BlackFiber",4,748.5,164.3
"Polyurethane1.BlackFiber",5,1242.8,173.9
"Polyurethane1.BlackFiber",6,638.7,174.3
"Polyurethane1.BlackFiber",7,1481.2,202.9
"Polyurethane1.BlackFiber",8,521.1,167.8
"Polyurethane1.BlackFiber",9,1348.8,166.9
"Polyurethane1.BlackFiber",10,1729.6,151.8
"Polyurethane1.BlackFiber",11,685.6,137.8
"Polyurethane1.BlackFiber",12,293.5,127.9
"Polyurethane1.BlackFiber",13,1414.2,142.1
"Polyurethane1.BlackFiber",14,1078.7,71.4
"Polyurethane1.BlackFiber",15,1319.4,105.3
"Polyurethane1.BlackFiber",16,401.2,117
"Polyurethane1.BlackFiber",17,1165.2,119.8
"Polyurethane1.BlackFiber",18,1032.3,97.9
"Polyurethane1.BlackFiber",19,1756.7,94.3
"Polyurethane1.BlackFiber",20,1124.6,72.7
"Polyurethane1.BlackFiber",21,198.7,99.7
"Polyurethane1.BlackFiber",22,914.7,89.3
"Polyurethane1.BlackFiber",23,1859.3,77.2
"Polyurethane2.BlackFiber",1,1610.4,150.5
"Polyurethane2.BlackFiber",2,1289.9,134.9
"Polyurethane2.BlackFiber",3,1523.9,116.1
"Polyurethane2.BlackFiber",4,1117,114.4
"Polyurethane2.BlackFiber",5,1235.4,101.8
"Polyurethane2.BlackFiber",6,126.7,85.1
"Polyurethane2.BlackFiber",7,829.5,83.8
"Polyurethane2.BlackFiber",8,1356.1,80.2
"Polyurethane2.BlackFiber",9,791.9,66.2
"Polyurethane2.BlackFiber",10,484.3,103.4
"Polyurethane2.BlackFiber",11,1177.8,75.3
"Polyurethane2.BlackFiber",12,1738.7,52.1
"Polyurethane2.BlackFiber",13,1481.2,78
"Polyurethane2.BlackFiber",14,647,37.3
"Polyurethane2.BlackFiber",15,228.5,47
"Polyurethane2.BlackFiber",16,1404.6,48.5
"Polyurethane2.BlackFiber",17,743.1,45.8
"Polyurethane2.BlackFiber",18,524,48.5
"Polyurethane2.BlackFiber",19,917.3,44.5
"Polyurethane2.BlackFiber",20,1019.4,37.3
"Polyurethane2.BlackFiber",21,360.6,31.1
"Polyurethane3.WhiteFiber",1,2923.6,1433.2
"Polyurethane3.WhiteFiber",2,2861.7,904
"Polyurethane3.WhiteFiber",3,1444.5,543.7
"Polyurethane3.WhiteFiber",4,1606.7,636.5
"Polyurethane3.WhiteFiber",5,1306.2,346.2
"Polyurethane3.WhiteFiber",6,2148.3,211.8
"Polyurethane3.WhiteFiber",7,2023,163.3
"Polyurethane3.WhiteFiber",8,1075.7,148.8
"Polyurethane3.WhiteFiber",9,1880.1,132.2
"Polyurethane3.WhiteFiber",10,2518,150.9
"Polyurethane3.WhiteFiber",11,3052.1,106
"Polyurethane3.WhiteFiber",12,1736.9,110.8
"Polyurethane3.WhiteFiber",13,1168.2,144.6
"Polyurethane3.WhiteFiber",14,3486.6,84.4
"Polyurethane3.WhiteFiber",15,3468.4,100.4
"Polyurethane3.WhiteFiber",16,2273.8,67.5
"Polyurethane3.WhiteFiber",17,3442,99.4
"Polyurethane3.WhiteFiber",18,641.3,102.6
"Polyurethane3.WhiteFiber",19,3167.7,109.9
"Polyurethane3.WhiteFiber",20,1690.3,74.5
"Polyurethane3.WhiteFiber",21,566.6,84.2
"Polyurethane3.WhiteFiber",22,1811.4,85.1
"Polyurethane3.WhiteFiber",23,2483.3,70.9
"Polyurethane3.WhiteFiber",24,491.3,75.4
"Polyurethane4.PinkFragment",1,1614.5,723.1
"Polyurethane4.PinkFragment",2,1425.7,431.4
"Polyurethane4.PinkFragment",3,1377,362.7
"Polyurethane4.PinkFragment",4,1145.9,401.8
"Polyurethane4.PinkFragment",5,1190.4,272.4
"Polyurethane4.PinkFragment",6,1095.4,294.7
"Polyurethane4.PinkFragment",7,1311.7,227.4
"Polyurethane4.PinkFragment",8,2934.5,218.1
"Polyurethane4.PinkFragment",9,829.5,187.1
"Polyurethane4.PinkFragment",10,3163.5,213.8
"Polyurethane4.PinkFragment",11,3056.4,201.7
"Polyurethane4.PinkFragment",12,581.6,173.4
"Polyurethane4.PinkFragment",13,656.2,178.6
"Polyurethane4.PinkFragment",14,1007.8,199.3
"Polyurethane4.PinkFragment",15,1276.1,167.5
"Polyurethane4.PinkFragment",16,738.9,180.5
"Polyurethane4.PinkFragment",17,418.3,188.8
"Polyurethane4.PinkFragment",18,927.8,170.5
"Polyurethane4.PinkFragment",19,350.8,169.2
"Polyurethane4.PinkFragment",20,482.2,160.2
"Polyurethane4.PinkFragment",21,1535.3,156.4
"Polyurethane4.PinkFragment",22,2522.6,148.9
"Polyurethane4.PinkFragment",23,2997.9,178.9
"Polyurethane4.PinkFragment",24,2487.9,142.1
"Polyurethane4.PinkFragment",25,2340.5,148.2
"Polyurethane4.PinkFragment",26,1047.5,145.5
"Polyurethane4.PinkFragment",27,1700.7,107
"Polyurethane4.PinkFragment",28,3129.4,124.1
"Polyurethane4.PinkFragment",29,1229.2,120.9
"Polyurethane4.PinkFragment",30,1780.7,124.6
"Polyurethane4.PinkFragment",31,2167.8,111.2
"Polyurethane4.PinkFragment",32,2868.3,109.3
"Polyurethane4.PinkFragment",33,2192,105.9
"Polyurethane4.PinkFragment",34,2018,111.1
"Polyurethane4.PinkFragment",35,2382.9,99.4
"Polyurethane4.PinkFragment",36,2273.8,121.9
"Polyurethane4.PinkFragment",37,2425.2,111.6
"Polyurethane4.PinkFragment",38,2312,87.8
"Polyurethane4.PinkFragment",39,1661.7,80
"Polyurethane4.PinkFragment",40,1953.2,102.9
"Polyurethane5.BrownFoam",1,1611.9,869.7
"Polyurethane5.BrownFoam",2,2883.8,566.9
"Polyurethane5.BrownFoam",3,2850.6,524.7
"Polyurethane5.BrownFoam",4,2914.7,381.3
"Polyurethane5.BrownFoam",5,1561.8,430.3
"Polyurethane5.BrownFoam",6,1447.2,392
"Polyurethane5.BrownFoam",7,1013.5,374.4
"Polyurethane5.BrownFoam",8,919.1,317.4
"Polyurethane5.BrownFoam",9,1056,231.3
"Polyurethane5.BrownFoam",10,1319.9,244.6
"Polyurethane5.BrownFoam",11,823.7,317.8
"Polyurethane5.BrownFoam",12,2349.9,230.7
"Polyurethane5.BrownFoam",13,2015.5,240.3
"Polyurethane5.BrownFoam",14,2126.4,177.9
"Polyurethane5.BrownFoam",15,2380.6,222
"Polyurethane5.BrownFoam",16,2160.5,165.2
"Polyurethane5.BrownFoam",17,1953.2,195.8
"Polyurethane5.BrownFoam",18,2057.6,215.3
"Polyurethane5.BrownFoam",19,647.3,159.5
"Polyurethane5.BrownFoam",20,736,154.1
"Polyurethane5.BrownFoam",21,1780.7,198.8
"Polyurethane5.BrownFoam",22,1765.3,148.2
"Polyurethane5.BrownFoam",23,1223.7,200.3
"Polyurethane5.BrownFoam",24,2413.4,201.4
"Polyurethane5.BrownFoam",25,1808.9,203.7
"Polyurethane5.BrownFoam",26,1190.4,187.8
"Polyurethane5.BrownFoam",27,2323.9,230.2
"Polyurethane5.BrownFoam",28,1129.1,232.4
"Polyurethane5.BrownFoam",29,2474.1,147.9
"Polyurethane5.BrownFoam",30,569.6,168.5
"Polyurethane5.BrownFoam",31,1742.1,88.4
"Polyurethane5.BrownFoam",32,1915.5,157.6
"Polyurethane5.BrownFoam",33,2281,178.8
"Polyurethane5.BrownFoam",34,1267.8,186.1
"Polyurethane5.BrownFoam",35,282.8,123.2
"Polyurethane5.BrownFoam",36,3368.4,97.8
"Polyurethane5.BrownFoam",37,1867.5,155.3
"Polyurethane5.BrownFoam",38,2783.6,120.5
"Polyurethane5.BrownFoam",39,2801.5,182.7
"Polyurethane5.BrownFoam",40,236.1,122.5
"Polyurethane5.BrownFoam",41,1852.2,118.9
"Polyurethane5.BrownFoam",42,2589,139.8
"Polyurethane5.BrownFoam",43,3405.3,179.6
"Polyurethane5.BrownFoam",44,491.3,125.9
"Polyurethane5.BrownFoam",45,3417.6,168.1
"Polyurethane5.BrownFoam",46,2648,169.9
"Polyurethane5.BrownFoam",47,1692.9,139.3
"Polyurethane5.BrownFoam",48,3382.8,161.6
"Polyurethane5.BrownFoam",49,424.4,57.8
"Polyurethane6.YellowFoam",1,1614.5,3958.4
"Polyurethane6.YellowFoam",2,2930.1,1263.3
"Polyurethane6.YellowFoam",3,1317.2,1312.7
"Polyurethane6.YellowFoam",4,113.6,998.2
"Polyurethane6.YellowFoam",5,3054.3,808.4
"Polyurethane6.YellowFoam",6,2976.1,804.7
"Polyurethane6.YellowFoam",7,1270.6,662.2
"Polyurethane6.YellowFoam",8,904.8,736.5
"Polyurethane6.YellowFoam",9,1447.2,730.4
"Polyurethane6.YellowFoam",10,347.7,698.1
"Polyurethane6.YellowFoam",11,823.7,652.1
"Polyurethane6.YellowFoam",12,1187.7,653.3
"Polyurethane6.YellowFoam",13,418.3,671.9
"Polyurethane6.YellowFoam",14,1885.2,624.6
"Polyurethane6.YellowFoam",15,1695.5,625.5
"Polyurethane6.YellowFoam",16,1651.2,531.9
"Polyurethane6.YellowFoam",17,491.3,607.1
"Polyurethane6.YellowFoam",18,1524.7,566.2
"Polyurethane6.YellowFoam",19,644.3,523.2
"Polyurethane6.YellowFoam",20,563.6,573.5
"Polyurethane6.YellowFoam",21,1013.5,473.7
"Polyurethane6.YellowFoam",22,2123.9,487.8
"Polyurethane6.YellowFoam",23,1798.7,410.7
"Polyurethane6.YellowFoam",24,2534.1,483.5
"Polyurethane6.YellowFoam",25,738.9,420.5
"Polyurethane6.YellowFoam",26,2309.6,394.7
"Polyurethane6.YellowFoam",27,2015.5,396.1
"Polyurethane6.YellowFoam",28,2593.6,381
"Polyurethane6.YellowFoam",29,279.7,307
"Polyurethane6.YellowFoam",30,1126.3,445
"Polyurethane6.YellowFoam",31,2478.7,410.2
"Polyurethane6.YellowFoam",32,2333.4,381.2
"Polyurethane6.YellowFoam",33,2648,309.1
"Polyurethane6.YellowFoam",34,2269.1,259.7
"Polyurethane6.YellowFoam",35,176.6,296.6
"Polyurethane6.YellowFoam",36,2432.2,287.2
"Polyurethane6.YellowFoam",37,3131.6,329.9
"Polyurethane6.YellowFoam",38,2794.8,286.9
"PolyvinylChloride2.ClearFragment",1,2914.7,5360.3
"PolyvinylChloride2.ClearFragment",2,635.4,2332.4
"PolyvinylChloride2.ClearFragment",3,691.7,1768.1
"PolyvinylChloride2.ClearFragment",4,116.7,1272.3
"PolyvinylChloride2.ClearFragment",5,1431.1,1285.3
"PolyvinylChloride2.ClearFragment",6,1322.6,926.9
"PolyvinylChloride2.ClearFragment",7,360,981.8
"PolyvinylChloride2.ClearFragment",8,1606.7,773.7
"PolyvinylChloride2.ClearFragment",9,2850.6,741.4
"PolyvinylChloride2.ClearFragment",10,548.6,868.4
"PolyvinylChloride2.ClearFragment",11,1098.2,629.1
"PolyvinylChloride2.ClearFragment",12,1182.1,465.9
"PolyvinylChloride2.ClearFragment",13,1004.9,372.2
"PolyvinylChloride2.ClearFragment",14,835.3,373.3
"PolyvinylChloride2.ClearFragment",15,919.1,271.4
"PolyvinylChloride2.ClearFragment",16,488.2,289.6
"PolyvinylChloride3.BlueFragment",1,1527.4,18592
"PolyvinylChloride3.BlueFragment",2,1339,8976
"PolyvinylChloride3.BlueFragment",3,2914.7,6416.6
"PolyvinylChloride3.BlueFragment",4,1449.9,8377.5
"PolyvinylChloride3.BlueFragment",5,685.8,4230.2
"PolyvinylChloride3.BlueFragment",6,116.7,3145.9
"PolyvinylChloride3.BlueFragment",7,638.3,2865.3
"PolyvinylChloride3.BlueFragment",8,2870.6,2934.9
"PolyvinylChloride3.BlueFragment",9,599.6,2340.4
"PolyvinylChloride3.BlueFragment",10,1306.2,2751
"PolyvinylChloride3.BlueFragment",11,1140.3,2814.5
"PolyvinylChloride3.BlueFragment",12,1484.7,2351.1
"PolyvinylChloride3.BlueFragment",13,1596.1,1656.1
"PolyvinylChloride3.BlueFragment",14,3056.4,1583.2
"PolyvinylChloride3.BlueFragment",15,838.2,1291.5
"PolyvinylChloride3.BlueFragment",16,1417.6,1128.6
"PolyvinylChloride3.BlueFragment",17,1198.8,1293.3
"PolyvinylChloride3.BlueFragment",18,1041.8,1682.9
"PolyvinylChloride3.BlueFragment",19,744.8,1655.8
"PolyvinylChloride3.BlueFragment",20,1561.8,903
"PolyvinylChloride3.BlueFragment",21,360,1069
"PolyvinylChloride3.BlueFragment",22,1106.7,1030.3
"PolyvinylChloride3.BlueFragment",23,554.6,859.2
"PolyvinylChloride3.BlueFragment",24,1377,738
"PolyvinylChloride3.BlueFragment",25,953.6,1279.5
"PolyvinylChloride3.BlueFragment",26,785.8,492.1
"PolyvinylChloride3.BlueFragment",27,1002.1,486.1
"PolyvinylChloride4.OrangeFoam",1,2914.7,27027.7
"PolyvinylChloride4.OrangeFoam",2,635.4,12999.1
"PolyvinylChloride4.OrangeFoam",3,694.7,8454
"PolyvinylChloride4.OrangeFoam",4,116.7,5251.8
"PolyvinylChloride4.OrangeFoam",5,1431.1,5014.5
"PolyvinylChloride4.OrangeFoam",6,360,4653.2
"PolyvinylChloride4.OrangeFoam",7,1322.6,3086.8
"PolyvinylChloride4.OrangeFoam",8,1117.9,3401.3
"PolyvinylChloride4.OrangeFoam",9,1182.1,2674.4
"PolyvinylChloride4.OrangeFoam",10,2240.3,2606.3
"PolyvinylChloride4.OrangeFoam",11,2850.6,1915
"PolyvinylChloride4.OrangeFoam",12,1256.8,1663.7
"PolyvinylChloride4.OrangeFoam",13,569.6,1596.2
"PolyvinylChloride4.OrangeFoam",14,1514.1,1510.5
"PolyvinylChloride4.OrangeFoam",15,967.9,1616.5
"PolyvinylChloride4.OrangeFoam",16,497.3,1053.1
"Rubber1.WhiteFragment(Styrene-Isoprene)",1,2914.6,6957.3
"Rubber1.WhiteFragment(Styrene-Isoprene)",2,115.9,3431.9
"Rubber1.WhiteFragment(Styrene-Isoprene)",3,1666.2,3637.3
"Rubber1.WhiteFragment(Styrene-Isoprene)",4,1449.2,2268.8
"Rubber1.WhiteFragment(Styrene-Isoprene)",5,1001.4,3171.1
"Rubber1.WhiteFragment(Styrene-Isoprene)",6,3054.2,2060.3
"Rubber1.WhiteFragment(Styrene-Isoprene)",7,1319.2,1223.6
"Rubber1.WhiteFragment(Styrene-Isoprene)",8,1370.9,1223.9
"Rubber1.WhiteFragment(Styrene-Isoprene)",9,1038.3,1097.6
"Rubber1.WhiteFragment(Styrene-Isoprene)",10,1606,1159.3
"Rubber1.WhiteFragment(Styrene-Isoprene)",11,1195.3,765.1
"Rubber1.WhiteFragment(Styrene-Isoprene)",12,799.7,871.3
"Rubber1.WhiteFragment(Styrene-Isoprene)",13,2721.5,603.9
"Rubber1.WhiteFragment(Styrene-Isoprene)",14,219.7,633.9
"Rubber1.WhiteFragment(Styrene-Isoprene)",15,496.5,657.9
"Rubber1.WhiteFragment(Styrene-Isoprene)",16,2649.7,661.8
"Rubber1.WhiteFragment(Styrene-Isoprene)",17,619.7,682.3
"Rubber1.WhiteFragment(Styrene-Isoprene)",18,568.9,474.5
"Rubber1.WhiteFragment(Styrene-Isoprene)",19,353.1,571.3
"Rubber3.RedFiber(Styrene-Isoprene)",1,1365.7,599.5
"Rubber3.RedFiber(Styrene-Isoprene)",2,1598.7,544.5
"Rubber3.RedFiber(Styrene-Isoprene)",3,1309.4,469.6
"Rubber3.RedFiber(Styrene-Isoprene)",4,1663.3,430.9
"Rubber3.RedFiber(Styrene-Isoprene)",5,1235.2,396.6
"Rubber3.RedFiber(Styrene-Isoprene)",6,1447.7,350.7
"Rubber3.RedFiber(Styrene-Isoprene)",7,1483.5,305.1
"Rubber3.RedFiber(Styrene-Isoprene)",8,1001,386.5
"Rubber3.RedFiber(Styrene-Isoprene)",9,1177.6,245
"Rubber3.RedFiber(Styrene-Isoprene)",10,751.1,242.6
"Rubber3.RedFiber(Styrene-Isoprene)",11,1561.3,204.9
"Rubber3.RedFiber(Styrene-Isoprene)",12,495.5,227
"Rubber3.RedFiber(Styrene-Isoprene)",13,345.9,197.9
"Rubber3.RedFiber(Styrene-Isoprene)",14,1034.7,160.9
"Rubber3.RedFiber(Styrene-Isoprene)",15,821.3,131
"Rubber3.RedFiber(Styrene-Isoprene)",16,969.7,145.9
"Rubber3.RedFiber(Styrene-Isoprene)",17,120.5,71.7
"Rubber3.RedFiber(Styrene-Isoprene)",18,1697.6,88.1
"Rubber3.RedFiber(Styrene-Isoprene)",19,652.4,108.4
"Rubber3.RedFiber(Styrene-Isoprene)",20,1104.1,99.3
"Rubber3.RedFiber(Styrene-Isoprene)",21,458.4,81
"Rubber4.RedFragment(Styrene-Isoprene)",1,1365.7,268.2
"Rubber4.RedFragment(Styrene-Isoprene)",2,1598.7,256.5
"Rubber4.RedFragment(Styrene-Isoprene)",3,1663.3,257.1
"Rubber4.RedFragment(Styrene-Isoprene)",4,1001,228.9
"Rubber4.RedFragment(Styrene-Isoprene)",5,1235.2,177
"Rubber4.RedFragment(Styrene-Isoprene)",6,1302.1,153.7
"Rubber4.RedFragment(Styrene-Isoprene)",7,1447.7,138.8
"Rubber4.RedFragment(Styrene-Isoprene)",8,1485.8,178.7
"Rubber4.RedFragment(Styrene-Isoprene)",9,1180.1,142.4
"Rubber4.RedFragment(Styrene-Isoprene)",10,753.8,94.3
"Rubber4.RedFragment(Styrene-Isoprene)",11,498.3,115
"Rubber4.RedFragment(Styrene-Isoprene)",12,348.8,112.2
"Rubber4.RedFragment(Styrene-Isoprene)",13,150.7,102.7
"Rubber4.RedFragment(Styrene-Isoprene)",14,1034.7,82.6
"Rubber4.RedFragment(Styrene-Isoprene)",15,1559,75.6
"Rubber4.RedFragment(Styrene-Isoprene)",16,826.7,66.9
"Rubber4.RedFragment(Styrene-Isoprene)",17,715.6,52.9
"Rubber4.RedFragment(Styrene-Isoprene)",18,234.3,44.1
"Rubber4.RedFragment(Styrene-Isoprene)",19,275.6,47.7
"Rubber4.RedFragment(Styrene-Isoprene)",20,638.6,24.2
"Rubber4.RedFragment(Styrene-Isoprene)",21,421.2,21.1
"Rubber4.RedFragment(Styrene-Isoprene)",22,1093.9,21.9
"Rubber5.GreenFilm(TallOilRosin)",1,1530,4682.4
"Rubber5.GreenFilm(TallOilRosin)",2,2932.3,2641
"Rubber5.GreenFilm(TallOilRosin)",3,1341.7,2198.1
"Rubber5.GreenFilm(TallOilRosin)",4,1452.6,1933.5
"Rubber5.GreenFilm(TallOilRosin)",5,1661.7,1225.4
"Rubber5.GreenFilm(TallOilRosin)",6,1630.3,1116.5
"Rubber5.GreenFilm(TallOilRosin)",7,1140.3,1167.4
"Rubber5.GreenFilm(TallOilRosin)",8,3054.3,706.3
"Rubber5.GreenFilm(TallOilRosin)",9,838.2,703.9
"Rubber5.GreenFilm(TallOilRosin)",10,1306.2,639.3
"Rubber5.GreenFilm(TallOilRosin)",11,1039,773.4
"Rubber5.GreenFilm(TallOilRosin)",12,2018,573
"Rubber5.GreenFilm(TallOilRosin)",13,682.9,765.9
"Rubber5.GreenFilm(TallOilRosin)",14,1882.7,556.2
"Rubber5.GreenFilm(TallOilRosin)",15,747.7,719.5
"Rubber5.GreenFilm(TallOilRosin)",16,1207.1,561.4
"Rubber5.GreenFilm(TallOilRosin)",17,919.1,482.7
"Rubber5.GreenFilm(TallOilRosin)",18,113.6,534.8
"Rubber5.GreenFilm(TallOilRosin)",19,584.6,407.2
"Rubber5.GreenFilm(TallOilRosin)",20,424.4,468.5
"Rubber5.GreenFilm(TallOilRosin)",21,491.3,470.1
"Rubber5.GreenFilm(TallOilRosin)",22,350.8,415.7
"Rubber5.GreenFilm(TallOilRosin)",23,2648,455.5
"Rubber5.GreenFilm(TallOilRosin)",24,236.1,433.5
"Rubber5.GreenFilm(TallOilRosin)",25,1844.6,418.3
"Rubber5.GreenFilm(TallOilRosin)",26,1377,406.5
