"Dataset","PeakNo","Wavenumber","Intensity"
"Polyester12.RedFiber",2,1277.3,1729.8
"Polyester12.RedFiber",3,1147.2,2072.5
"Polyester12.RedFiber",4,1372.8,1597.7
"Polyester12.RedFiber",5,1338.8,1477
"Polyester12.RedFiber",6,144.4,2031.6
"Polyester12.RedFiber",7,1190.1,967.2
"Polyester12.RedFiber",8,1612.5,1095.8
"Polyester12.RedFiber",9,1729.4,688.9
"Polyester12.RedFiber",10,858.7,943.3
"Polyester12.RedFiber",11,1242.6,503.6
"Polyester12.RedFiber",12,635.6,611
"Polyester12.RedFiber",13,1490.5,543.2
"Polyester12.RedFiber",14,1452.4,363.3
"Polyester12.RedFiber",15,823.9,241.8
"Polyester12.RedFiber",16,890.6,164.7
"Polyester12.RedFiber",17,435.4,111.2
"Polyester12.RedFiber",18,712.8,102.6
"Polyester12.RedFiber",19,759.1,113.1
"Polyester12.RedFiber",20,345.8,55.1
"Polyester12.RedFiber",21,1987.5,67.9
"Polyester2.RedFiber",1,1612.5,3718.9
"Polyester2.RedFiber",2,1341.2,2028.2
"Polyester2.RedFiber",3,1727.1,1997.6
"Polyester2.RedFiber",4,1142.1,1866.5
"Polyester2.RedFiber",5,1287.2,1640.4
"Polyester2.RedFiber",6,1114.2,1609.7
"Polyester2.RedFiber",7,1202.6,1686.2
"Polyester2.RedFiber",8,1382.6,1248.8
"Polyester2.RedFiber",9,1080.9,989.5
"Polyester2.RedFiber",10,858.7,1274.9
"Polyester2.RedFiber",11,1252.5,890.5
"Polyester2.RedFiber",12,1175,1073.8
"Polyester2.RedFiber",13,1421.2,670.8
"Polyester2.RedFiber",14,1579.9,734.5
"Polyester2.RedFiber",15,998.3,622.3
"Polyester2.RedFiber",16,823.9,660
"Polyester2.RedFiber",17,632.9,846.6
"Polyester2.RedFiber",18,1454.8,413.2
"Polyester2.RedFiber",19,281.3,556.4
"Polyester2.RedFiber",20,911.8,423
"Polyester2.RedFiber",21,1644.8,340
"Polyester2.RedFiber",22,495.3,250.8
"Polyester3.DarkBlueFiber",1,1324.2,2280.3
"Polyester3.DarkBlueFiber",2,1165,2270.4
"Polyester3.DarkBlueFiber",3,1612.6,2057.2
"Polyester3.DarkBlueFiber",4,1200.2,1150.3
"Polyester3.DarkBlueFiber",5,1078.5,1135.3
"Polyester3.DarkBlueFiber",6,1727.2,1213
"Polyester3.DarkBlueFiber",7,1111.7,835.4
"Polyester3.DarkBlueFiber",8,856.1,1006.7
"Polyester3.DarkBlueFiber",9,1580,831
"Polyester3.DarkBlueFiber",10,737.5,639.1
"Polyester3.DarkBlueFiber",11,418.3,660.1
"Polyester3.DarkBlueFiber",12,204.5,553.8
"Polyester3.DarkBlueFiber",13,305,526.3
"Polyester3.DarkBlueFiber",14,821.3,449.7
"Polyester3.DarkBlueFiber",15,1445.3,301.3
"Polyester3.DarkBlueFiber",16,633,566.2
"Polyester3.DarkBlueFiber",17,998.4,350.3
"Polyester3.DarkBlueFiber",18,1037.3,317.1
"Polyester3.DarkBlueFiber",19,532.3,250
"Polyester3.DarkBlueFiber",20,699.2,345.7
"Polyester3.DarkBlueFiber",21,1497.7,214.9
"Polyester4.RedFiber",1,1612.7,2112.5
"Polyester4.RedFiber",2,1285,1336
"Polyester4.RedFiber",3,1365.8,1095.8
"Polyester4.RedFiber",4,1727.3,1268.4
"Polyester4.RedFiber",5,1177.8,1119.9
"Polyester4.RedFiber",6,1142.4,1003
"Polyester4.RedFiber",7,856.3,1084.9
"Polyester4.RedFiber",8,1099.1,769.8
"Polyester4.RedFiber",9,1240.4,387.8
"Polyester4.RedFiber",10,630.4,684.8
"Polyester4.RedFiber",11,123.7,340.8
"Polyester4.RedFiber",12,810.7,466.8
"Polyester4.RedFiber",13,996,296
"Polyester4.RedFiber",14,1582.5,310.4
"Polyester4.RedFiber",15,275.8,337.2
"Polyester4.RedFiber",16,702.1,329.7
"Polyester4.RedFiber",17,890.9,153.4
"Polyester4.RedFiber",18,1645.1,112.4
"Polyester5.ClearFiber",1,1612.6,4860.7
"Polyester5.ClearFiber",2,120.5,2474.6
"Polyester5.ClearFiber",3,1727.2,2351.7
"Polyester5.ClearFiber",4,1287.3,2012.9
"Polyester5.ClearFiber",5,856.1,1866.7
"Polyester5.ClearFiber",6,275.6,1226.8
"Polyester5.ClearFiber",7,1096.4,1351.9
"Polyester5.ClearFiber",8,633,1364.1
"Polyester5.ClearFiber",9,998.4,963.2
"Polyester5.ClearFiber",10,702,871
"Polyester5.ClearFiber",11,794.4,740
"Polyester5.ClearFiber",12,1414.1,643.4
"Polyester5.ClearFiber",13,893.4,481.1
"Polyester5.ClearFiber",14,666.2,450.7
"Polyester5.ClearFiber",15,1177.6,455.9
"Polyester5.ClearFiber",16,734.8,395
"Polyester6.ClearFiber",1,116.7,9719.4
"Polyester6.ClearFiber",2,1611.9,12440.7
"Polyester6.ClearFiber",3,1726.6,8866.1
"Polyester6.ClearFiber",4,3079.8,7365
"Polyester6.ClearFiber",5,2962.6,5152.1
"Polyester6.ClearFiber",6,1287,4527.9
"Polyester6.ClearFiber",7,855.6,5326.2
"Polyester6.ClearFiber",8,2912.1,3349.8
"Polyester6.ClearFiber",9,629.4,3621.1
"Polyester6.ClearFiber",10,1101,2098.5
"Polyester6.ClearFiber",11,273.5,2129
"Polyester6.ClearFiber",12,1452.6,1354.8
"Polyester6.ClearFiber",13,1179.3,1436.4
"Polyester6.ClearFiber",14,797.5,1274.8
"Polyester6.ClearFiber",15,893.2,718.9
"Polyester6.ClearFiber",16,1412.2,782.8
"Polyester6.ClearFiber",17,700.6,827.4
"Polyester6.ClearFiber",18,1039,590
"Polyester6.ClearFiber",19,1577.7,509.2
"Polyester6.ClearFiber",20,1648.6,203.7
"Polyester6.ClearFiber",21,1685.1,346.4
"Polyester6.ClearFiber",22,668,175.2
"Polyester7.PinkFiber",1,1612.6,2947.6
"Polyester7.PinkFiber",2,1727.2,1406.3
"Polyester7.PinkFiber",3,1287.3,1198.6
"Polyester7.PinkFiber",4,856.1,1255.2
"Polyester7.PinkFiber",5,1537.8,855.4
"Polyester7.PinkFiber",6,1099,787.4
"Polyester7.PinkFiber",7,117.5,565.5
"Polyester7.PinkFiber",8,1423.7,457
"Polyester7.PinkFiber",9,1147.3,623.4
"Polyester7.PinkFiber",10,272.7,562.8
"Polyester7.PinkFiber",11,704.7,565.3
"Polyester7.PinkFiber",12,630.2,765.2
"Polyester7.PinkFiber",13,998.4,507.9
"Polyester7.PinkFiber",14,1185.2,419.2
"Polyester7.PinkFiber",15,421.2,243.5
"Polyester7.PinkFiber",16,1644.9,352.5
"Polyester7.PinkFiber",17,1987.6,229.2
"Polyester7.PinkFiber",18,1772.3,250.7
"Polyester8.RedFiber",1,1614.9,4651.5
"Polyester8.RedFiber",2,1729.4,2400.3
"Polyester8.RedFiber",3,1289.8,1993.4
"Polyester8.RedFiber",4,858.8,2443.2
"Polyester8.RedFiber",5,1104.1,1619.7
"Polyester8.RedFiber",6,1370.5,1090.5
"Polyester8.RedFiber",7,1185.2,989.6
"Polyester8.RedFiber",8,278.6,959.6
"Polyester8.RedFiber",9,633,1329.5
"Polyester8.RedFiber",10,1414.1,875.6
"Polyester8.RedFiber",11,432.7,747.4
"Polyester8.RedFiber",12,998.4,731.5
"Polyester8.RedFiber",13,802.5,627.9
"Polyester8.RedFiber",14,704.7,683.6
"Polyester8.RedFiber",15,893.4,572.9
"Polyester8.RedFiber",16,549.2,596.2
"Polyester8.RedFiber",17,1459.6,458.5
"Polyester8.RedFiber",18,1582.3,423.5
"Polyester8.RedFiber",19,1647.2,322.4
"Polyester9.PurpleFiber",1,1612.6,2046.9
"Polyester9.PurpleFiber",2,1287.3,1436.9
"Polyester9.PurpleFiber",3,1727.2,1563.1
"Polyester9.PurpleFiber",4,856.1,1697.4
"Polyester9.PurpleFiber",5,633,1084.3
"Polyester9.PurpleFiber",6,1096.4,740
"Polyester9.PurpleFiber",7,1348.6,649.3
"Polyester9.PurpleFiber",8,1375.4,638
"Polyester9.PurpleFiber",9,272.7,457.9
"Polyester9.PurpleFiber",10,123.5,424.4
"Polyester9.PurpleFiber",11,802.5,328.5
"Polyester9.PurpleFiber",12,1187.7,341.7
"Polyester9.PurpleFiber",13,596.8,278.3
"Polyester9.PurpleFiber",14,699.2,331.8
"Polyester9.PurpleFiber",15,398.1,250.1
"Polyester9.PurpleFiber",16,890.7,218.5
"Polyester9.PurpleFiber",17,1690.8,162.4
"Polyester9.PurpleFiber",18,1647.2,126.4
"Polyester9.PurpleFiber",19,666.2,140.9
"Polyester9.PurpleFiber",20,756.5,147.3
"Polyester9.PurpleFiber",21,1003.6,98.3
"Polyester9.PurpleFiber",22,351.8,95.4
"Polyester9.PurpleFiber",23,1519,94.5
"Polyester9.PurpleFiber",24,1582.3,76.2
"Polyethylene1.BlueSphere",1,2879,17887.5
"Polyethylene1.BlueSphere",2,2847.9,12542.4
"Polyethylene1.BlueSphere",3,1447.2,2141.2
"Polyethylene1.BlueSphere",4,1292.5,4250.8
"Polyethylene1.BlueSphere",5,1129.1,3780.6
"Polyethylene1.BlueSphere",6,1058.8,2924.7
"Polyethylene1.BlueSphere",7,2717.6,1340.3
"Polyethylene1.BlueSphere",8,116.7,916.8
"Polyethylene1.BlueSphere",9,1165.4,891.2
"Polyethylene1.BlueSphere",10,1619.8,822.1
"Polyethylene1.BlueSphere",11,1256.8,534.6
"Polyethylene1.BlueSphere",12,1095.4,524.5
"Polyethylene1.BlueSphere",13,1328.1,431.4
"Polyethylene1.BlueSphere",14,1212.6,560
"Polyethylene10.LightBlueFilm",1,1527.4,6402.8
"Polyethylene10.LightBlueFilm",2,1339,2908.7
"Polyethylene10.LightBlueFilm",3,1449.9,2899.1
"Polyethylene10.LightBlueFilm",4,2879,1755
"Polyethylene10.LightBlueFilm",5,2850.2,1337.4
"Polyethylene10.LightBlueFilm",6,682.9,1332.8
"Polyethylene10.LightBlueFilm",7,1137.5,945.8
"Polyethylene10.LightBlueFilm",8,1303.5,826.4
"Polyethylene10.LightBlueFilm",9,590.6,906.9
"Polyethylene10.LightBlueFilm",10,835.3,585.7
"Polyethylene10.LightBlueFilm",11,1482,793.8
"Polyethylene10.LightBlueFilm",12,744.8,819.1
"Polyethylene10.LightBlueFilm",13,1204.3,474.5
"Polyethylene10.LightBlueFilm",14,3053.9,576.2
"Polyethylene10.LightBlueFilm",15,950.7,655.2
"Polyethylene10.LightBlueFilm",16,1041.8,489.7
"Polyethylene10.LightBlueFilm",17,1596.1,442.8
"Polyethylene10.LightBlueFilm",18,1414.9,406.8
"Polyethylene10.LightBlueFilm",19,245.5,213.3
"Polyethylene10.LightBlueFilm",20,1002.1,380.9
"Polyethylene10.LightBlueFilm",21,167.2,290.6
"Polyethylene10.LightBlueFilm",22,782.9,376.3
"Polyethylene10.LightBlueFilm",23,1561.8,247.9
"Polyethylene10.LightBlueFilm",24,119.9,271.9
"Polyethylene10.LightBlueFilm",25,482.2,361.3
"Polyethylene10.LightBlueFilm",26,641.3,255.9
"Polyethylene10.LightBlueFilm",27,344.6,366.5
"Polyethylene10.LightBlueFilm",28,2126.4,293.2
"Polyethylene10.LightBlueFilm",29,418.3,308.4
"Polyethylene10.LightBlueFilm",30,2792.1,330.4
"Polyethylene10.LightBlueFilm",31,3190.7,287
"Polyethylene10.LightBlueFilm",32,1374.3,204.7
"Polyethylene11.LightBlueFilm",1,1527.4,12558.6
"Polyethylene11.LightBlueFilm",2,2852.4,6083
"Polyethylene11.LightBlueFilm",3,2883.4,5904.4
"Polyethylene11.LightBlueFilm",4,1341.7,5490
"Polyethylene11.LightBlueFilm",5,1449.9,4079.6
"Polyethylene11.LightBlueFilm",6,1140.3,2878.9
"Polyethylene11.LightBlueFilm",7,682.9,2230.3
"Polyethylene11.LightBlueFilm",8,1300.8,1133.6
"Polyethylene11.LightBlueFilm",9,3051.8,1406
"Polyethylene11.LightBlueFilm",10,590.6,1763.3
"Polyethylene11.LightBlueFilm",11,1590.9,1327.8
"Polyethylene11.LightBlueFilm",12,747.7,1554.3
"Polyethylene11.LightBlueFilm",13,1044.6,944.3
"Polyethylene11.LightBlueFilm",14,838.2,1043.8
"Polyethylene11.LightBlueFilm",15,2018,830.7
"Polyethylene11.LightBlueFilm",16,2527.2,880.5
"Polyethylene11.LightBlueFilm",17,1179.3,972.3
"Polyethylene11.LightBlueFilm",18,1561.8,873.9
"Polyethylene11.LightBlueFilm",19,2668.3,896.2
"Polyethylene11.LightBlueFilm",20,2273.8,769.1
"Polyethylene11.LightBlueFilm",21,953.6,936.4
"Polyethylene11.LightBlueFilm",22,1223.7,656
"Polyethylene11.LightBlueFilm",23,2715.4,819.9
"Polyethylene11.LightBlueFilm",24,1773,802.9
"Polyethylene11.LightBlueFilm",25,2483.3,708.8
"Polyethylene11.LightBlueFilm",26,242.4,570.3
"Polyethylene11.LightBlueFilm",27,1106.7,766
"Polyethylene11.LightBlueFilm",28,2314.4,733.7
"Polyethylene11.LightBlueFilm",29,1882.7,875
"Polyethylene11.LightBlueFilm",30,1484.7,949
"Polyethylene11.LightBlueFilm",31,2595.8,775.1
"Polyethylene12.BlueFragment",1,2883.4,10049.9
"Polyethylene12.BlueFragment",2,2850.2,9739
"Polyethylene12.BlueFragment",3,1527.4,12917.7
"Polyethylene12.BlueFragment",4,1449.9,4988.6
"Polyethylene12.BlueFragment",5,1339,5681.2
"Polyethylene12.BlueFragment",6,1137.5,2325.7
"Polyethylene12.BlueFragment",7,1300.8,1894.3
"Polyethylene12.BlueFragment",8,682.9,2155.9
"Polyethylene12.BlueFragment",9,587.6,1359.9
"Polyethylene12.BlueFragment",10,838.2,1048.7
"Polyethylene12.BlueFragment",11,1561.8,816.5
"Polyethylene12.BlueFragment",12,1588.2,945.6
"Polyethylene12.BlueFragment",13,744.8,1204.8
"Polyethylene12.BlueFragment",14,3051.8,928.1
"Polyethylene12.BlueFragment",15,2534.1,660
"Polyethylene12.BlueFragment",16,1374.3,590.3
"Polyethylene12.BlueFragment",17,350.8,612.9
"Polyethylene12.BlueFragment",18,488.2,560.4
"Polyethylene12.BlueFragment",19,418.3,494.6
"Polyethylene12.BlueFragment",20,113.6,544
"Polyethylene12.BlueFragment",21,641.3,471.4
"Polyethylene12.BlueFragment",22,170.3,546.1
"Polyethylene12.BlueFragment",23,782.9,482
"Polyethylene13.BlackFragment",1,2883.8,6072.4
"Polyethylene13.BlackFragment",2,2850.6,4766.3
"Polyethylene13.BlackFragment",3,1444.5,1026.4
"Polyethylene13.BlackFragment",4,1298,1496.4
"Polyethylene13.BlackFragment",5,1129.1,1109.3
"Polyethylene13.BlackFragment",6,1064.4,991.7
"Polyethylene13.BlackFragment",7,2150.8,837.4
"Polyethylene13.BlackFragment",8,1330.8,194.3
"Polyethylene13.BlackFragment",9,1262.3,126.6
"Polyethylene14.PinkFragment",1,2850.6,19462.1
"Polyethylene14.PinkFragment",2,2883.8,18600.9
"Polyethylene14.PinkFragment",3,1129.1,12305.7
"Polyethylene14.PinkFragment",4,1298,9542.5
"Polyethylene14.PinkFragment",5,1449.9,3465.2
"Polyethylene14.PinkFragment",6,1061.6,5782.6
"Polyethylene14.PinkFragment",7,1580.3,3165.7
"Polyethylene14.PinkFragment",8,1545.9,1857.8
"Polyethylene14.PinkFragment",9,1349.9,1569.4
"Polyethylene14.PinkFragment",10,2719.8,1544.2
"Polyethylene14.PinkFragment",11,930.6,1438.6
"Polyethylene14.PinkFragment",12,688.8,1797.6
"Polyethylene14.PinkFragment",13,1262.3,628
"Polyethylene14.PinkFragment",14,116.7,840.6
"Polyethylene14.PinkFragment",15,1498.1,1312.1
"Polyethylene14.PinkFragment",16,1736.9,907.8
"Polyethylene14.PinkFragment",17,350.8,1124.8
"Polyethylene14.PinkFragment",18,1165.4,520
"Polyethylene14.PinkFragment",19,730.1,1084.5
"Polyethylene14.PinkFragment",20,1198.8,755.1
"Polyethylene15.PurpleSphere",1,2881.6,2996.4
"Polyethylene15.PurpleSphere",2,2850.6,1726
"Polyethylene15.PurpleSphere",3,1449.9,318.7
"Polyethylene15.PurpleSphere",4,1298,816.5
"Polyethylene15.PurpleSphere",5,1131.9,585.6
"Polyethylene15.PurpleSphere",6,1064.4,562.6
"Polyethylene15.PurpleSphere",7,116.7,138.2
"Polyethylene15.PurpleSphere",8,1168.2,106.6
"Polyethylene15.PurpleSphere",9,1098.2,91.6
"Polyethylene15.PurpleSphere",10,1262.3,53.3
"Polyethylene15.PurpleSphere",11,1330.8,50.2
"Polyethylene16.ClearFragment",1,2848.6,6023.1
"Polyethylene16.ClearFragment",2,2881.9,5769.1
"Polyethylene16.ClearFragment",3,1128.2,3939.8
"Polyethylene16.ClearFragment",4,1297.1,3685.3
"Polyethylene16.ClearFragment",5,1427.5,1318.2
"Polyethylene16.ClearFragment",6,1063.5,2469.7
"Polyethylene16.ClearFragment",7,343.6,491.1
"Polyethylene16.ClearFragment",8,288,433.7
"Polyethylene16.ClearFragment",9,2719.2,486.3
"Polyethylene16.ClearFragment",10,1023.9,279.7
"Polyethylene16.ClearFragment",11,2533.4,324.5
"Polyethylene16.ClearFragment",12,1094.5,359.4
"Polyethylene16.ClearFragment",13,932.6,361
"Polyethylene16.ClearFragment",14,2431.4,323.9
"Polyethylene16.ClearFragment",15,1167.3,213.6
"Polyethylene16.ClearFragment",16,2285.1,264.3
"Polyethylene16.ClearFragment",17,1258.7,130.1
"Polyethylene16.ClearFragment",18,1879.3,233.2
"Polyethylene16.ClearFragment",19,1761.9,238.5
"Polyethylene16.ClearFragment",20,1818.3,235.3
"Polyethylene16.ClearFragment",21,1368,317.3
"Polyethylene16.ClearFragment",22,1626.8,181.5
"Polyethylene18.GreenFragment",1,2847.9,17735
"Polyethylene18.GreenFragment",2,2881.2,17737.9
"Polyethylene18.GreenFragment",3,1295.3,5173.3
"Polyethylene18.GreenFragment",4,1439.1,4140.1
"Polyethylene18.GreenFragment",5,1126.3,3903.8
"Polyethylene18.GreenFragment",6,1061.6,3149.4
"Polyethylene18.GreenFragment",7,1500.7,1274
"Polyethylene18.GreenFragment",8,1330.8,713.1
"Polyethylene18.GreenFragment",9,1379.8,613.6
"Polyethylene18.GreenFragment",10,1259.6,546.4
"Polyethylene18.GreenFragment",11,1165.4,604.9
"Polyethylene18.GreenFragment",12,682.9,768.4
"Polyethylene19.WhiteFragment",1,2847.9,47078.1
"Polyethylene19.WhiteFragment",2,2879,55020.7
"Polyethylene19.WhiteFragment",3,1295.3,12427.1
"Polyethylene19.WhiteFragment",4,1126.3,9013.4
"Polyethylene19.WhiteFragment",5,1061.6,8228.4
"Polyethylene19.WhiteFragment",6,1165.4,2057.1
"Polyethylene19.WhiteFragment",7,1259.6,1444.5
"Polyethylene19.WhiteFragment",8,1328.1,1351.9
"Polyethylene2.WhiteFoam",1,2850.6,14940.1
"Polyethylene2.WhiteFoam",2,2883.8,15404.2
"Polyethylene2.WhiteFoam",3,1129.1,9304
"Polyethylene2.WhiteFoam",4,1298,8642.3
"Polyethylene2.WhiteFoam",5,1449.9,4153.7
"Polyethylene2.WhiteFoam",6,1064.4,5696.9
"Polyethylene2.WhiteFoam",7,445.7,3223.5
"Polyethylene2.WhiteFoam",8,611.5,3014.4
"Polyethylene2.WhiteFoam",9,123.1,2461.2
"Polyethylene2.WhiteFoam",10,226.7,2468.8
"Polyethylene2.WhiteFoam",11,2719.8,2473.4
"Polyethylene2.WhiteFoam",12,1262.3,2218.4
"Polyethylene2.WhiteFoam",13,1165.4,2235.2
"Polyethylene2.WhiteFoam",14,1330.8,2142.3
"Polyethylene2.WhiteFoam",15,1368.9,2395
"Polyethylene20.BlueFilm",1,1527.4,5857.4
"Polyethylene20.BlueFilm",2,1341.7,2360.8
"Polyethylene20.BlueFilm",3,2852.4,1547
"Polyethylene20.BlueFilm",4,2883.4,1683.5
"Polyethylene20.BlueFilm",5,1449.9,1725.4
"Polyethylene20.BlueFilm",6,1140.3,1203.9
"Polyethylene20.BlueFilm",7,682.9,985.9
"Polyethylene20.BlueFilm",8,1484.7,617.8
"Polyethylene20.BlueFilm",9,1303.5,601.4
"Polyethylene20.BlueFilm",10,590.6,680.8
"Polyethylene20.BlueFilm",11,142,559.2
"Polyethylene20.BlueFilm",12,744.8,542.6
"Polyethylene20.BlueFilm",13,841.1,452.8
"Polyethylene20.BlueFilm",14,1561.8,329
"Polyethylene20.BlueFilm",15,242.4,362.9
"Polyethylene20.BlueFilm",16,1041.8,478.1
"Polyethylene20.BlueFilm",17,1377,331.2
"Polyethylene20.BlueFilm",18,1590.9,397
"Polyethylene20.BlueFilm",19,950.7,374.6
"Polyethylene20.BlueFilm",20,635.4,293.8
"Polyethylene21.BlueFilm",1,2881.2,16591.7
"Polyethylene21.BlueFilm",2,2850.2,12495.3
"Polyethylene21.BlueFilm",3,1447.2,3140.7
"Polyethylene21.BlueFilm",4,1298,3748.3
"Polyethylene21.BlueFilm",5,1530,3458.9
"Polyethylene21.BlueFilm",6,1129.1,3272.9
"Polyethylene21.BlueFilm",7,1064.4,2779.2
"Polyethylene21.BlueFilm",8,123.1,1759.4
"Polyethylene21.BlueFilm",9,1341.7,1995.5
"Polyethylene21.BlueFilm",10,1262.3,1035.1
"Polyethylene21.BlueFilm",11,1024.8,1035.1
"Polyethylene21.BlueFilm",12,685.8,1106.6
"Polyethylene21.BlueFilm",13,593.6,1032.1
"Polyethylene22.BlueFoam",1,2881.6,6866.7
"Polyethylene22.BlueFoam",2,2848.3,4640.3
"Polyethylene22.BlueFoam",3,1447.2,1333.3
"Polyethylene22.BlueFoam",4,1295.3,2303.3
"Polyethylene22.BlueFoam",5,1129.1,1746.1
"Polyethylene22.BlueFoam",6,1061.6,1545.6
"Polyethylene22.BlueFoam",7,119.9,880.5
"Polyethylene22.BlueFoam",8,1165.4,891.5
"Polyethylene22.BlueFoam",9,1262.3,846
"Polyethylene22.BlueFoam",10,1328.1,831.4
"Polyethylene22.BlueFoam",11,1095.4,810.3
"Polyethylene22.BlueFoam",12,2719.8,846.6
"Polyethylene22.BlueFoam",13,1027.6,779.6
"Polyethylene23.WhiteFoam",1,2883.8,30492.3
"Polyethylene23.WhiteFoam",2,2850.6,23470.8
"Polyethylene23.WhiteFoam",3,1444.5,5667.3
"Polyethylene23.WhiteFoam",4,1298,5950.3
"Polyethylene23.WhiteFoam",5,1129.1,4463.1
"Polyethylene23.WhiteFoam",6,1061.6,4355
"Polyethylene23.WhiteFoam",7,2719.8,1862.8
"Polyethylene23.WhiteFoam",8,1259.6,651.8
"Polyethylene24.BrownSphere",1,2852.8,13130.2
"Polyethylene24.BrownSphere",2,2890.5,10498.9
"Polyethylene24.BrownSphere",3,1444.5,3282
"Polyethylene24.BrownSphere",4,1303.5,2130.7
"Polyethylene24.BrownSphere",5,1072.9,1147.8
"Polyethylene25.YellowSphere",1,2881.6,24220.9
"Polyethylene25.YellowSphere",2,2850.6,20407.1
"Polyethylene25.YellowSphere",3,1447.2,3672.4
"Polyethylene25.YellowSphere",4,1298,4489.1
"Polyethylene25.YellowSphere",5,1129.1,3235.8
"Polyethylene25.YellowSphere",6,1064.4,3211.8
"Polyethylene25.YellowSphere",7,1168.2,638.7
"Polyethylene26.OrangeSphere",1,2881.6,7434.6
"Polyethylene26.OrangeSphere",2,2850.6,6165
"Polyethylene26.OrangeSphere",3,1447.2,1631.9
"Polyethylene26.OrangeSphere",4,1300.8,1375.8
"Polyethylene26.OrangeSphere",5,1131.9,1133
"Polyethylene26.OrangeSphere",6,1532.7,824.9
"Polyethylene26.OrangeSphere",7,1064.4,819.2
"Polyethylene26.OrangeSphere",8,2719.8,550.8
"Polyethylene26.OrangeSphere",9,350.8,614.5
"Polyethylene26.OrangeSphere",10,1775.6,381.7
"Polyethylene26.OrangeSphere",11,823.7,413.7
"Polyethylene26.OrangeSphere",12,653.2,472.5
"Polyethylene26.OrangeSphere",13,1672.1,460
"Polyethylene26.OrangeSphere",14,415.2,412.7
"Polyethylene26.OrangeSphere",15,1564.5,441.6
"Polyethylene26.OrangeSphere",16,2269.1,381.1
"Polyethylene26.OrangeSphere",17,738.9,358.5
"Polyethylene26.OrangeSphere",18,1259.6,376.3
"Polyethylene26.OrangeSphere",19,569.6,381.1
"Polyethylene26.OrangeSphere",20,936.4,446.3
"Polyethylene26.OrangeSphere",21,2020.5,346.1
"Polyethylene26.OrangeSphere",22,2481,341.6
"Polyethylene26.OrangeSphere",23,116.7,302.6
"Polyethylene26.OrangeSphere",24,1958.2,359.8
"Polyethylene26.OrangeSphere",25,1875.1,247.6
"Polyethylene27.BlueFragment",1,2850.6,26384.4
"Polyethylene27.BlueFragment",2,2881.6,30770.1
"Polyethylene27.BlueFragment",3,1530,14195.5
"Polyethylene27.BlueFragment",4,1449.9,11346.7
"Polyethylene27.BlueFragment",5,1298,11297.4
"Polyethylene27.BlueFragment",6,1131.9,8395.9
"Polyethylene27.BlueFragment",7,1341.7,8865.5
"Polyethylene27.BlueFragment",8,1064.4,7951.3
"Polyethylene27.BlueFragment",9,123.1,4639
"Polyethylene27.BlueFragment",10,1207.1,4782.1
"Polyethylene27.BlueFragment",11,1377,4785.3
"Polyethylene27.BlueFragment",12,682.9,5544.9
"Polyethylene27.BlueFragment",13,1095.4,4661.3
"Polyethylene27.BlueFragment",14,1262.3,4551.1
"Polyethylene27.BlueFragment",15,1596.1,4615.3
"Polyethylene27.BlueFragment",16,1564.5,4507
"Polyethylene28.ClearFragment",1,2852.8,17623.4
"Polyethylene28.ClearFragment",2,2886.1,16510.1
"Polyethylene28.ClearFragment",3,1444.5,3756
"Polyethylene28.ClearFragment",4,1300.8,3945.7
"Polyethylene28.ClearFragment",5,1067.2,2274.7
"Polyethylene28.ClearFragment",6,1129.1,2169.3
"Polyethylene28.ClearFragment",7,1262.3,623.6
"Polyethylene28.ClearFragment",8,1168.2,481
"Polyethylene4.BlueSphere",1,2879,16640.7
"Polyethylene4.BlueSphere",2,2847.9,11400.9
"Polyethylene4.BlueSphere",3,1447.2,1672.4
"Polyethylene4.BlueSphere",4,1292.5,3847.1
"Polyethylene4.BlueSphere",5,1129.1,3385.2
"Polyethylene4.BlueSphere",6,1058.8,2838.7
"Polyethylene4.BlueSphere",7,113.6,701.8
"Polyethylene4.BlueSphere",8,1165.4,662.3
"Polyethylene4.BlueSphere",9,1880.1,410.3
"Polyethylene5.GreyFragment",1,2881.5,5856.2
"Polyethylene5.GreyFragment",2,2850.4,4971.1
"Polyethylene5.GreyFragment",3,1297.3,1666.4
"Polyethylene5.GreyFragment",4,1446.5,1235.5
"Polyethylene5.GreyFragment",5,1542.6,1424.4
"Polyethylene5.GreyFragment",6,1505.4,1418.2
"Polyethylene5.GreyFragment",7,1128.4,1239.8
"Polyethylene5.GreyFragment",8,1063.7,1114.4
"Polyethylene5.GreyFragment",9,1335.6,737.4
"Polyethylene5.GreyFragment",10,475.3,744.5
"Polyethylene5.GreyFragment",11,346.9,660
"Polyethylene5.GreyFragment",12,685.1,1138.3
"Polyethylene5.GreyFragment",13,1009.9,773.9
"Polyethylene5.GreyFragment",14,226,668.5
"Polyethylene5.GreyFragment",15,825.9,667.8
"Polyethylene5.GreyFragment",16,565.9,666.5
"Polyethylene5.GreyFragment",17,1203.6,614.5
"Polyethylene5.GreyFragment",18,1694.8,617.8
"Polyethylene5.GreyFragment",19,272.7,538.9
"Polyethylene5.GreyFragment",20,1874.4,546.4
"Polyethylene5.GreyFragment",21,1759.5,659.1
"Polyethylene5.GreyFragment",22,2719.3,586.1
"Polyethylene5.GreyFragment",23,2526.6,461.3
"Polyethylene5.GreyFragment",24,646.5,639.9
"Polyethylene5.GreyFragment",25,741.1,503.7
"Polyethylene5.GreyFragment",26,1387.2,672.4
