"Year","Group","Sample","SampID","GSample","Drain","Zone","Type","DepthType","Easting","Northing","Longitude","Latitude","Depth_upper_cm","Depth_lower_cm","DepthMid","pH","EC","Microplastics_fragments","Microplastics_fibres","Microplastics_other","microbeads","MP_total","Al","As","Ba","Ca","Ce","Co","Cr","Cu","Fe","Gd","K","La","Li","Mg","Mn","Mo","Na","Nd","Ni","P","Pb","S","Sr","Th","V","Y","Zn","REE","Type2"
2023,"ENVT3361_10","S2023_10.6","10.6",NA,NA,"S","Saltmarsh","Core",400035,6468100,115.942629,-31.9185919,30,34,32,5.84,10,NA,NA,NA,NA,0,46594,10,38,2505,111,9.1,62,23,62542,7,2782,53,54,3742,52,7,7497,41,17,381,30,1385,43,18,105,26,824,212,"Saltmarsh E"
2023,"ENVT3361_11","S2023_11.1","11.1",NA,NA,"NE","Lake_Sed","Surface",400353,6468283,115.946011,-31.9169691,0,10,5,5.7,12.5,NA,NA,NA,NA,0,50526,11,108,3145,122,6.8,56,123,64487,9,6299,57,43,4617,53,5,16572,50,20,594,53,8358,301,15,73,24,76,238,"Lake_Sed"
2023,"ENVT3361_11","S2023_11.2","11.2",NA,NA,"NE","Lake_Sed","Surface",400352,6468308,115.946003,-31.9167435,0,10,5,5.95,4.58,NA,NA,NA,NA,0,50181,7,100,3475,218,10.2,61,63,45876,13,3985,88,42,6313,88,3,24401,86,27,358,36,4054,122,11,67,39,77,405,"Lake_Sed"
2023,"ENVT3361_11","S2023_11.3","11.3",NA,NA,"NE","Lake_Sed","Surface",400389,6468312,115.946395,-31.9167107,0,10,5,6.19,2.006,NA,NA,NA,NA,0,43694,8,147,5261,133,11.4,57,101,48447,8,3936,60,30,3644,136,4,8454,51,22,584,57,4055,197,12,66,25,150,252,"Lake_Sed"
2023,"ENVT3361_11","S2023_11.4","11.4",NA,NA,"NE","Lake_Sed","Surface",400406,6468321,115.946575,-31.916631,0,10,5,6.63,362.2,NA,NA,NA,NA,0,18216,24,53,3601,29,7.6,28,444,55149,2,942,15,8,1322,77,5,1302,13,8,512,114,853,28,8,41,5,438,59,"Lake_Sed"
2023,"ENVT3361_11","S2023_11.5","11.5",NA,NA,"NE","Lake_Sed","Surface",400411,6468348,115.946631,-31.9163879,0,10,5,6.17,274,NA,NA,NA,NA,0,44473,7,129,1667,99,10.6,69,89,49693,6,2524,48,19,3977,206,1,2212,37,22,353,49,950,39,17,77,18,102,190,"Lake_Sed"
2023,"ENVT4461_12","S2023_12.1","12.1",NA,NA,"N","Lake_Sed","Surface",400242,6468305,115.944839,-31.9167609,0,10,5,6.64,6.59,500,0,NA,NA,500,27182,4,35,3251,99,5,34,32,24302,7,2052,40,25,2375,38,3,6267,41,12,171,21,1248,51,8,43,22,40,187,"Lake_Sed"
2023,"ENVT4461_12","S2023_12.2","12.2",NA,NA,"N","Lake_Sed","Surface",400244,6468278,115.944858,-31.9170046,0,10,5,6.44,11.92,2000,5500,NA,NA,7500,33658,9,78,4276,110,17,46,121,62717,8,4572,50,33,8109,82,4,35449,42,20,455,29,5895,125,13,61,28,342,210,"Lake_Sed"
2023,"ENVT4461_12","S2023_12.3","12.3",NA,NA,"N","Lake_Sed","Surface",400264,6468307,115.945072,-31.9167448,0,10,5,6.63,4,NA,0,NA,NA,0,7642,3,21,2584,29,2,13,19,7081,2,790,13,8,1561,58,0,6004,11,4,119,9,828,26,3,13,7,51,55,"Lake_Sed"
2023,"ENVT4461_12","S2023_12.4","12.4",NA,NA,"N","Lake_Sed","Surface",400264,6468292,115.945071,-31.9168801,0,10,5,6.6,10.48,NA,1000,NA,0,1000,42847,6,74,8391,145,10,49,79,43805,10,3898,57,42,6631,183,3,22519,61,23,388,31,4325,133,12,65,31,121,273,"Lake_Sed"
2023,"ENVT4461_12","S2023_12.5","12.5",NA,NA,"N","Lake_Sed","Surface",400268,6468269,115.945111,-31.9170879,0,10,5,7.08,8.62,0,1000,NA,NA,1000,34591,5,46,5871,200,12,50,118,42551,11,4486,91,40,9276,104,2,46255,69,23,526,37,6807,90,14,64,51,271,371,"Lake_Sed"
2023,"ENVT4461_13","S2023_13.1","13.1",NA,NA,"LP","Other","Surface",400212,6468313,115.944523,-31.9166861,0,10,5,6.25,3.54,NA,NA,NA,NA,0,15617,7,47,33374,39,4,27,24,35380,3,1275,19,12,3032,56,3,10214,15,7,240,22,1514,116,9,38,9,150,76,"Other"
2023,"ENVT4461_13","S2023_13.2","13.2",NA,NA,"LP","Other","Surface",400212,6468313,115.944523,-31.9166861,0,10,5,6.27,3.85,NA,NA,NA,NA,0,37434,10,48,5630,87,6,47,38,60022,7,2261,35,37,3947,46,6,13992,41,16,419,34,2774,53,10,65,18,238,170,"Other"
2023,"ENVT4461_13","S2023_13.3","13.3",NA,NA,"LP","Other","Surface",400016,6468161,115.942434,-31.91804,0,10,5,6.23,3.49,NA,NA,NA,NA,0,28828,6,52,2962,100,3,47,34,28161,6,1487,47,22,2524,29,6,4746,37,10,270,32,2551,31,15,69,21,91,190,"Other"
2023,"ENVT4461_13","S2023_13.4","13.4",NA,NA,"LP","Other","Surface",400016,6468161,115.942434,-31.91804,0,10,5,6.16,2.71,NA,NA,NA,NA,0,24793,5,42,3110,63,4,42,37,17525,3,1503,30,16,3094,34,5,7612,23,10,383,33,4607,39,13,67,11,128,119,"Other"
2023,"ENVT4461_13","S2023_13.5","13.5",NA,NA,"LP","Other","Surface",400016,6468161,115.942434,-31.91804,0,10,5,6.14,3.14,1000,2000,NA,NA,3000,2841,2,16,131197,6,4,9,5,4084,NA,197,4,2,2239,82,0,1703,NA,1,324,14,486,307,1,6,3,97,NA,"Other"
2023,"ENVT4461_14","S2023_14.1","14.1",NA,NA,"LP","Other","Surface",400389,6468331,115.946397,-31.9165393,0,10,5,7.06,1006,1951,878,0,0,2829,36367,5,118,11145,95,11,58,56,39904,5,2220,45,15,2766,304,4,1585,35,19,296,54,776,58,18,70,17,79,180,"Other"
2023,"ENVT4461_14","S2023_14.2","14.2",NA,NA,"LP","Other","Surface",400387,6468341,115.946377,-31.9164489,0,10,5,6.74,588,0,3400,0,0,3400,38489,5,106,7640,94,13,61,44,40052,5,2601,44,12,3331,358,1,1499,34,21,343,47,466,49,20,66,16,106,177,"Other"
2023,"ENVT4461_14","S2023_14.3","14.3",NA,NA,"LP","Other","Surface",400388,6468325,115.946386,-31.9165933,0,10,5,6.79,653,0,1379,0,0,1379,31555,4,94,9005,95,10,54,43,32917,5,2000,43,14,2387,315,3,1571,33,17,276,69,867,45,16,63,16,83,176,"Other"
2023,"ENVT4461_14","S2023_14.4","14.4",NA,NA,"LP","Other","Surface",400376,6468323,115.946258,-31.9166103,0,10,5,7.02,850,0,1359,0,0,1359,51239,6,105,6838,113,12,68,49,43548,6,3055,50,18,3658,414,4,3010,39,23,388,45,555,59,21,77,18,76,208,"Other"
2023,"ENVT4461_14","S2023_14.5","14.5",NA,NA,"LP","Other","Surface",400367,6468332,115.946164,-31.9165283,0,10,5,6.79,387,0,0,0,0,0,14166,4,53,13894,34,3,24,18,19821,2,757,15,6,1050,98,2,440,11,7,270,48,501,39,7,31,6,55,62,"Other"
2023,"ENVT4461_15","S2023_15.1","15.1",NA,"Chapman","SM_SW","Saltmarsh","Surface",400010,6467990,115.942353,-31.9195819,0,10,5,4.9,11.36,400,1400,0,0,1800,29370,8,38,4045,75,10,55,110,40949,4,3392,37,24,6832,50,3,25550,29,18,523,42,14893,67,17,71,16,230,145,"Saltmarsh E"
2023,"ENVT4461_15","S2023_15.2","15.2",NA,"Chapman","SM_SW","Saltmarsh","Surface",400028,6468005,115.942545,-31.9194482,0,10,5,6.07,8.93,417,2417,0,0,2834,39766,8,73,2565,108,21,72,82,53370,6,3617,54,26,5642,438,1,12151,41,24,648,52,1477,52,23,87,21,212,209,"Saltmarsh E"
2023,"ENVT4461_15","S2023_15.3","15.3",NA,"Chapman","SM_SW","Saltmarsh","Surface",400045,6468020,115.942727,-31.9193144,0,10,5,6,6.66,NA,NA,0,NA,0,37252,8,60,2578,107,22,70,59,48612,6,3335,55,25,4933,270,1,9399,41,25,492,46,1417,48,21,84,23,237,209,"Saltmarsh E"
2023,"ENVT4461_16","S2023_16.1","16.1",NA,NA,"SM_SW","Saltmarsh","Surface",399912,6468000,115.941318,-31.9194831,0,10,5,NA,2.75,NA,0,NA,NA,0,28876,3,32,4952,63,5,47,53,19303,4,3888,32,26,9700,46,4,44051,23,16,420,29,13863,83,13,52,15,104,122,"Saltmarsh E"
2023,"ENVT4461_16","S2023_16.3","16.3",NA,NA,"SM_SW","Saltmarsh","Surface",399912,6467984,115.941316,-31.9196274,0,10,5,NA,6.35,NA,0,NA,NA,0,30394,3,35,4615,69,6,50,54,21215,4,3894,33,28,8311,53,3,35731,25,16,394,29,12754,78,15,53,15,153,131,"Saltmarsh E"
2023,"ENVT4461_16","S2023_16.4","16.4",NA,NA,"SM_SW","Saltmarsh","Surface",399912,6467976,115.941315,-31.9196996,0,10,5,NA,7.88,1,2,NA,NA,3,29971,5,30,5145,55,8,52,50,31802,3,4482,28,25,10326,81,4,51767,21,17,450,28,22642,83,13,58,13,109,107,"Saltmarsh E"
2023,"ENVT4461_16","S2023_16.5","16.5",NA,NA,"SM_SW","Saltmarsh","Surface",399925,6467995,115.941455,-31.9195293,0,10,5,NA,6.57,NA,1,NA,NA,1,34513,3,34,3777,75,6,60,56,20346,4,4094,37,33,7621,52,2,27382,27,19,348,31,8404,61,17,57,16,161,143,"Saltmarsh E"
2023,"ENVT4461_16","S2023_16.6","16.6",NA,NA,"SM_SW","Saltmarsh","Surface",399960,6468000,115.941826,-31.9194873,0,10,5,NA,8.83,NA,0,NA,NA,0,17675,6,28,5558,47,5,32,37,38204,3,4117,23,15,11838,55,6,74701,18,11,517,23,32757,92,10,50,11,124,91,"Saltmarsh E"
2023,"ENVT4461_17","S2023_17.1","17.1",NA,NA,"NE","Lake_Sed","Core",400455,6468307,115.947092,-31.9167616,0,20,10,5.38,5.41,2,4,NA,NA,6,26833,10,66,1770,116,6,36,112,42676,7,1878,50,21,2856,43,1,8607,39,10,1146,64,3107,41,12,46,26,127,212,"Lake_Sed"
2023,"ENVT4461_17","S2023_17.2","17.2",NA,NA,"NE","Lake_Sed","Core",400467,6468312,115.94722,-31.9167175,0,20,10,5.41,5.38,1,3,NA,4,8,13366,11,40,2612,28,4,28,72,20172,1,849,13,9,744,34,3,696,10,8,465,38,1477,24,5,29,5,79,52,"Lake_Sed"
